Mass,Posx,Posy,Posz,Velx,Vely,Velz
7.99388568e+29,5.336922e+15,6.0397e+14,-1.413e+14,0.0,10000000.0,0.0
4.88207265e+29,5.539097e+15,4.10543e+14,3.11243e+14,0.0,10000000.0,0.0
6.2810377e+29,4.663099e+15,-5.87119e+14,7.8049e+14,0.0,10000000.0,0.0
1.75368226e+29,4.413691e+15,-5.70808e+14,-9.94255e+14,0.0,10000000.0,0.0
9.3171811e+28,4.26288e+15,-2.92518e+14,-6.63972e+14,0.0,10000000.0,0.0
4.55410944e+29,5.206681e+15,-4.89343e+14,-1.87983e+14,0.0,10000000.0,0.0
9.44786795e+29,5.121909e+15,3.53923e+14,9.38062e+14,0.0,10000000.0,0.0
1.02427676e+29,4.195187e+15,6.48289e+14,4.05283e+14,0.0,10000000.0,0.0
3.59338069e+29,5.876803e+15,5.29907e+14,5.20098e+14,0.0,10000000.0,0.0
5.37690467e+29,5.691346e+15,-9.26027e+14,9.32167e+14,0.0,10000000.0,0.0
8.94952346e+29,5.554036e+15,4.40694e+14,8.43144e+14,0.0,10000000.0,0.0
6.2526309e+29,5.059334e+15,-5.6412e+13,-7.03689e+14,0.0,10000000.0,0.0
5.38682971e+29,5.608222e+15,-3.85128e+14,-6.81579e+14,0.0,10000000.0,0.0
5.26744531e+29,5.712318e+15,2.6148e+14,6.2357e+14,0.0,10000000.0,0.0
3.5964176e+29,5.113091e+15,9.4594e+14,4.97589e+14,0.0,10000000.0,0.0
7.5248876e+29,4.839454e+15,2.68295e+14,7.42563e+14,0.0,10000000.0,0.0
3.16043012e+29,5.804013e+15,-4.16474e+14,-3.46395e+14,0.0,10000000.0,0.0
7.189645e+27,5.53577e+15,2.26424e+14,7.36998e+14,0.0,10000000.0,0.0
8.5057809e+28,4.954909e+15,2.07596e+14,-2.58865e+14,0.0,10000000.0,0.0
8.37491291e+29,5.75301e+15,6.65721e+14,-6.44132e+14,0.0,10000000.0,0.0
7.72162948e+29,5.743552e+15,-2.86853e+14,-7.44174e+14,0.0,10000000.0,0.0
5.6877476e+29,5.918901e+15,-2.67356e+14,-6.04859e+14,0.0,10000000.0,0.0
4.38704165e+29,4.98731e+15,-7.06114e+14,-3.84297e+14,0.0,10000000.0,0.0
1.60964006e+29,4.002375e+15,-1.68231e+14,8.559e+13,0.0,10000000.0,0.0
8.0022917e+29,5.840719e+15,2.16899e+14,3.36231e+14,0.0,10000000.0,0.0
2.32480564e+29,4.646533e+15,9.2334e+14,6.07474e+14,0.0,10000000.0,0.0
7.72789598e+29,4.183484e+15,9.29735e+14,4.20312e+14,0.0,10000000.0,0.0
5.96901533e+29,5.106977e+15,8.35464e+14,-1.65701e+14,0.0,10000000.0,0.0
5.98576078e+29,5.873241e+15,8.21306e+14,-2.0802e+13,0.0,10000000.0,0.0
1.11913033e+29,4.788626e+15,-9.31198e+14,-2.49191e+14,0.0,10000000.0,0.0
3.13863749e+29,4.233501e+15,-8.345e+13,-7.62554e+14,0.0,10000000.0,0.0
4.9013286e+29,5.497244e+15,-1.80511e+14,6.08191e+14,0.0,10000000.0,0.0
6.06640112e+29,4.524818e+15,-1.13913e+14,-3.52611e+14,0.0,10000000.0,0.0
3.9011532e+29,5.210259e+15,-7.93541e+14,2.57002e+14,0.0,10000000.0,0.0
1.12050436e+29,4.602646e+15,-8.11615e+14,7.18189e+14,0.0,10000000.0,0.0
5.62121451e+29,4.604954e+15,-4.80289e+14,3.48789e+14,0.0,10000000.0,0.0
8.76215062e+29,4.138305e+15,-5.69991e+14,3.69657e+14,0.0,10000000.0,0.0
5.21939553e+29,4.028896e+15,4.48855e+14,-7.22902e+14,0.0,10000000.0,0.0
6.2643894e+28,4.477258e+15,7.11254e+14,2.13098e+14,0.0,10000000.0,0.0
8.7256563e+28,5.579298e+15,-9.49701e+14,-4.98608e+14,0.0,10000000.0,0.0
2.30676535e+29,4.965142e+15,6.6068e+14,7.83804e+14,0.0,10000000.0,0.0
9.70504284e+29,5.795588e+15,-4.49961e+14,-7.43378e+14,0.0,10000000.0,0.0
1.71566308e+29,5.3763e+15,-7.34458e+14,3.51531e+14,0.0,10000000.0,0.0
1.26673485e+29,4.29719e+15,8.3807e+14,-6.11883e+14,0.0,10000000.0,0.0
6.1395323e+28,4.121342e+15,9.7896e+13,-7.39568e+14,0.0,10000000.0,0.0
3.19637367e+29,5.517703e+15,-1.87047e+14,-7.17096e+14,0.0,10000000.0,0.0
6.76527768e+29,5.759605e+15,-6.5265e+13,-4.3566e+14,0.0,10000000.0,0.0
4.6989911e+29,5.105245e+15,9.69833e+14,-2.98394e+14,0.0,10000000.0,0.0
4.31214373e+29,4.645017e+15,9.46039e+14,-5.85808e+14,0.0,10000000.0,0.0
7.444127e+27,5.179773e+15,3.756e+14,9.20304e+14,0.0,10000000.0,0.0
1.08775087e+29,5.847824e+15,-1.44061e+14,9.2e+14,0.0,10000000.0,0.0
5.55197559e+29,4.725575e+15,-4.76992e+14,9.62233e+14,0.0,10000000.0,0.0
7.85084936e+29,4.881331e+15,-5.29634e+14,-2.80415e+14,0.0,10000000.0,0.0
4.084311e+28,4.157215e+15,4.39971e+14,1.6231e+13,0.0,10000000.0,0.0
3.70445483e+29,5.474114e+15,4.72181e+14,9.8857e+13,0.0,10000000.0,0.0
7.15087785e+29,4.151216e+15,1.82131e+14,-3.4634e+14,0.0,10000000.0,0.0
6.1383154e+29,4.902205e+15,-2.15225e+14,8.78991e+14,0.0,10000000.0,0.0
1.04624227e+29,4.210244e+15,8.97031e+14,-2.852e+12,0.0,10000000.0,0.0
2.23589134e+29,5.108047e+15,-1.5813e+14,-1.82352e+14,0.0,10000000.0,0.0
2.91991126e+29,5.243458e+15,5.8374e+14,-8.53755e+14,0.0,10000000.0,0.0
1.7984227e+28,4.704293e+15,-1.0817e+14,-3.81832e+14,0.0,10000000.0,0.0
2.38198644e+29,5.419768e+15,4.75414e+14,3.76714e+14,0.0,10000000.0,0.0
2.5283414e+28,4.008266e+15,5.12171e+14,-9.80524e+14,0.0,10000000.0,0.0
9.94156065e+29,5.795283e+15,1.56903e+14,4.94006e+14,0.0,10000000.0,0.0
7.94305011e+29,5.689448e+15,8.52599e+14,3.03544e+14,0.0,10000000.0,0.0
1.0767446e+28,4.991324e+15,-6.15562e+14,-9.57981e+14,0.0,10000000.0,0.0
5.0160919e+28,5.373996e+15,-7.20816e+14,-9.23275e+14,0.0,10000000.0,0.0
9.63556514e+29,4.049911e+15,1.34779e+14,6.058e+14,0.0,10000000.0,0.0
4.13457614e+29,5.781896e+15,3.48967e+14,1.16485e+14,0.0,10000000.0,0.0
6.1708768e+29,5.654734e+15,3.89385e+14,-1.53266e+14,0.0,10000000.0,0.0
7.16045159e+29,4.810597e+15,-9.94843e+14,-6.13931e+14,0.0,10000000.0,0.0
7.59673485e+29,5.160464e+15,8.34223e+14,3.7808e+13,0.0,10000000.0,0.0
3.24279133e+29,5.875886e+15,4.64172e+14,1.55961e+14,0.0,10000000.0,0.0
9.1982773e+29,4.329634e+15,1.67658e+14,5.34986e+14,0.0,10000000.0,0.0
3.58039687e+29,5.663533e+15,-1.89068e+14,-2.11476e+14,0.0,10000000.0,0.0
6.94044189e+29,4.052695e+15,5.4631e+13,6.54076e+14,0.0,10000000.0,0.0
1.9893103e+28,5.542342e+15,-8.97684e+14,8.967e+12,0.0,10000000.0,0.0
6.47725951e+29,5.268952e+15,4.33457e+14,1.31538e+14,0.0,10000000.0,0.0
4.78236983e+29,4.136531e+15,-2.95612e+14,6.22767e+14,0.0,10000000.0,0.0
1.51140389e+29,5.372885e+15,-1.95176e+14,1.25302e+14,0.0,10000000.0,0.0
8.1283111e+28,5.410952e+15,-2.18695e+14,-2.0119e+13,0.0,10000000.0,0.0
2.58395295e+29,5.334739e+15,-1.28507e+14,-9.7779e+13,0.0,10000000.0,0.0
9.2763529e+28,5.089965e+15,8.0547e+13,7.06985e+14,0.0,10000000.0,0.0
2.68097302e+29,5.031224e+15,6.16697e+14,-1.92054e+14,0.0,10000000.0,0.0
6.3935458e+28,4.190845e+15,2.38247e+14,-6.43189e+14,0.0,10000000.0,0.0
9.4110604e+29,5.74084e+15,2.93576e+14,-7.4144e+14,0.0,10000000.0,0.0
4.38384738e+29,5.425356e+15,-8.48712e+14,-3.2944e+14,0.0,10000000.0,0.0
4.88802844e+29,4.433325e+15,-7.46029e+14,7.06738e+14,0.0,10000000.0,0.0
3.78354396e+29,5.255492e+15,7.80332e+14,-2.75315e+14,0.0,10000000.0,0.0
8.62679909e+29,4.956948e+15,4.21755e+14,3.3736e+14,0.0,10000000.0,0.0
3.76283426e+29,4.694352e+15,-4.6825e+13,-3.6388e+14,0.0,10000000.0,0.0
7.45412198e+29,4.274468e+15,1.25729e+14,-3.07691e+14,0.0,10000000.0,0.0
5.87036093e+29,4.29615e+15,4.99118e+14,-8.175e+14,0.0,10000000.0,0.0
9.01257792e+29,5.369594e+15,1.56331e+14,-8.8488e+13,0.0,10000000.0,0.0
6.68574546e+29,5.279107e+15,-4.2984e+14,-4.53917e+14,0.0,10000000.0,0.0
2.66665999e+29,5.223804e+15,-6.87022e+14,-3.4294e+14,0.0,10000000.0,0.0
5.89919809e+29,5.453265e+15,7.59901e+14,-8.12812e+14,0.0,10000000.0,0.0
5.33276959e+29,5.782603e+15,6.90103e+14,2.81966e+14,0.0,10000000.0,0.0
2.23684794e+29,4.434733e+15,-5.6817e+14,3.41148e+14,0.0,10000000.0,0.0
8.834413e+29,4.299522e+15,-5.33905e+14,-1.15033e+14,0.0,10000000.0,0.0
6.68808074e+29,4.817914e+15,3.5826e+14,-8.2422e+13,0.0,10000000.0,0.0
5.50017719e+29,4.344425e+15,-6.16382e+14,-2.71804e+14,0.0,10000000.0,0.0
8.74683457e+29,4.147522e+15,8.09874e+14,7.18092e+14,0.0,10000000.0,0.0
4.66993546e+29,4.178567e+15,-4.32518e+14,-4.13951e+14,0.0,10000000.0,0.0
9.98103494e+29,5.210892e+15,5.52324e+14,3.35769e+14,0.0,10000000.0,0.0
7.23037534e+29,4.790167e+15,-1.20209e+14,-6.8727e+14,0.0,10000000.0,0.0
5.42003289e+29,4.81914e+15,-7.3189e+14,3.2305e+13,0.0,10000000.0,0.0
9.93791763e+29,4.621804e+15,8.5479e+13,1.78205e+14,0.0,10000000.0,0.0
2.42993068e+29,4.65138e+15,-8.01632e+14,3.24027e+14,0.0,10000000.0,0.0
8.53421851e+29,5.049017e+15,-4.029e+14,-1.48769e+14,0.0,10000000.0,0.0
2.52570846e+29,4.563895e+15,-5.00039e+14,9.89273e+14,0.0,10000000.0,0.0
1.63684477e+29,4.777802e+15,-9.1886e+13,8.3673e+14,0.0,10000000.0,0.0
4.35935466e+29,4.670381e+15,1.0526e+14,5.31928e+14,0.0,10000000.0,0.0
6.81355987e+29,4.970292e+15,3.80372e+14,3.50061e+14,0.0,10000000.0,0.0
8.28162445e+29,4.610361e+15,5.6607e+13,-4.2523e+14,0.0,10000000.0,0.0
4.9431515e+29,5.888621e+15,-9.41351e+14,7.84808e+14,0.0,10000000.0,0.0
2.59219108e+29,4.069761e+15,-5.71908e+14,-4.73554e+14,0.0,10000000.0,0.0
1.61677283e+29,5.526686e+15,-1.05638e+14,8.34183e+14,0.0,10000000.0,0.0
2.44742312e+29,5.292198e+15,-8.76682e+14,-6.97266e+14,0.0,10000000.0,0.0
7.52946968e+29,5.862835e+15,6.34847e+14,4.28344e+14,0.0,10000000.0,0.0
3.76097143e+29,4.957889e+15,-2.64306e+14,-3.67396e+14,0.0,10000000.0,0.0
6.85471376e+29,5.948833e+15,-7.60619e+14,2.99333e+14,0.0,10000000.0,0.0
8.46480243e+29,5.597873e+15,-9.77096e+14,-7.25113e+14,0.0,10000000.0,0.0
2.37985228e+29,5.680702e+15,-4.04438e+14,6.33128e+14,0.0,10000000.0,0.0
4.46352818e+29,4.522983e+15,-6.94503e+14,-8.86134e+14,0.0,10000000.0,0.0
3.6365407e+28,5.845892e+15,7.54564e+14,5.70897e+14,0.0,10000000.0,0.0
8.69136829e+29,5.948026e+15,-3.28985e+14,1.21465e+14,0.0,10000000.0,0.0
3.94958819e+29,5.241715e+15,-1.39437e+14,-2.79382e+14,0.0,10000000.0,0.0
8.23413651e+29,5.546761e+15,-5.40148e+14,7.04966e+14,0.0,10000000.0,0.0
6.1189838e+28,4.371611e+15,6.58087e+14,5.46062e+14,0.0,10000000.0,0.0
8.99529282e+29,5.510972e+15,-2.2723e+13,2.07985e+14,0.0,10000000.0,0.0
3.85864016e+29,4.819735e+15,-7.41652e+14,-5.43288e+14,0.0,10000000.0,0.0
1.58987149e+29,5.34852e+15,-5.02763e+14,1.73662e+14,0.0,10000000.0,0.0
2.36125565e+29,4.359166e+15,8.8669e+14,-7.51302e+14,0.0,10000000.0,0.0
3.92331834e+29,5.15634e+15,-6.38916e+14,5.94998e+14,0.0,10000000.0,0.0
5.38524906e+29,4.107281e+15,-5.63506e+14,6.18539e+14,0.0,10000000.0,0.0
5.7495211e+29,4.355042e+15,-3.7021e+13,2.52243e+14,0.0,10000000.0,0.0
3.36543421e+29,4.618179e+15,-6.98833e+14,-1.93715e+14,0.0,10000000.0,0.0
1.96049521e+29,5.413437e+15,1.91215e+14,6.23085e+14,0.0,10000000.0,0.0
9.72246534e+29,4.828187e+15,-1.35057e+14,-4.038e+14,0.0,10000000.0,0.0
2.6074136e+29,5.039496e+15,6.78217e+14,4.94041e+14,0.0,10000000.0,0.0
1.93313903e+29,5.461762e+15,-6.9977e+14,-7.4866e+14,0.0,10000000.0,0.0
2.7417733e+29,5.586024e+15,1.3178e+14,9.37193e+14,0.0,10000000.0,0.0
3.05167108e+29,5.174155e+15,1.86296e+14,2.14254e+14,0.0,10000000.0,0.0
4.18678341e+29,4.001425e+15,2.55086e+14,-9.0181e+13,0.0,10000000.0,0.0
4.9603405e+29,5.66231e+15,-5.54511e+14,8.3599e+14,0.0,10000000.0,0.0
2.50360607e+29,5.858779e+15,7.55194e+14,-9.10018e+14,0.0,10000000.0,0.0
6.96755282e+29,4.311257e+15,-7.53136e+14,1.4725e+13,0.0,10000000.0,0.0
7.06718402e+29,5.209196e+15,-3.05171e+14,9.2477e+13,0.0,10000000.0,0.0
7.07439977e+29,4.866289e+15,-7.89323e+14,-9.9896e+14,0.0,10000000.0,0.0
3.21404107e+29,4.396141e+15,-5.69677e+14,-4.32913e+14,0.0,10000000.0,0.0
3.7859806e+29,5.499982e+15,7.07424e+14,-1.47713e+14,0.0,10000000.0,0.0
8.76931901e+29,4.565422e+15,5.36864e+14,-6.41786e+14,0.0,10000000.0,0.0
1.735832e+29,4.195927e+15,1.91234e+14,1.0123e+13,0.0,10000000.0,0.0
5.09463834e+29,4.309803e+15,6.15693e+14,8.87532e+14,0.0,10000000.0,0.0
3.51283684e+29,5.240834e+15,-3.5297e+14,-2.56261e+14,0.0,10000000.0,0.0
3.51683035e+29,4.160701e+15,1.91835e+14,3.44624e+14,0.0,10000000.0,0.0
6.11675786e+29,4.155933e+15,3.82298e+14,-4.96518e+14,0.0,10000000.0,0.0
9.14630236e+29,5.508263e+15,3.54725e+14,-2.075e+13,0.0,10000000.0,0.0
2.00895135e+29,5.883575e+15,7.06388e+14,-8.57281e+14,0.0,10000000.0,0.0
7.9729146e+28,4.466077e+15,8.83246e+14,-5.35472e+14,0.0,10000000.0,0.0
8.6874846e+29,4.819539e+15,7.7481e+13,9.8242e+14,0.0,10000000.0,0.0
4.5153579e+28,5.463423e+15,-1.29066e+14,6.01642e+14,0.0,10000000.0,0.0
6.08218671e+29,4.446318e+15,8.94356e+14,9.65206e+14,0.0,10000000.0,0.0
3.687341e+27,4.386931e+15,-3.70607e+14,1.06802e+14,0.0,10000000.0,0.0
1.26415424e+29,4.386309e+15,-4.58296e+14,6.00875e+14,0.0,10000000.0,0.0
5.54460062e+29,5.041109e+15,7.8135e+13,7.81011e+14,0.0,10000000.0,0.0
2.2650456e+29,4.193804e+15,-9.63752e+14,6.72939e+14,0.0,10000000.0,0.0
3.69254818e+29,4.763193e+15,6.59765e+14,7.99956e+14,0.0,10000000.0,0.0
2.7856821e+28,5.064498e+15,-2.1331e+13,9.49963e+14,0.0,10000000.0,0.0
6.89508545e+29,4.748681e+15,-6.72115e+14,5.5749e+14,0.0,10000000.0,0.0
2.49280472e+29,5.695137e+15,-7.83493e+14,-1.44171e+14,0.0,10000000.0,0.0
8.3133444e+28,4.500283e+15,1.55815e+14,9.77088e+14,0.0,10000000.0,0.0
8.6656244e+28,4.497815e+15,9.32785e+14,8.86439e+14,0.0,10000000.0,0.0
1.5458923e+28,5.71916e+15,6.95463e+14,-8.56045e+14,0.0,10000000.0,0.0
7.57837294e+29,5.57448e+15,-6.2011e+14,7.21132e+14,0.0,10000000.0,0.0
9.45897902e+29,5.118061e+15,-2.0505e+14,6.29506e+14,0.0,10000000.0,0.0
6.4377883e+28,4.291608e+15,4.76521e+14,4.30875e+14,0.0,10000000.0,0.0
6.90118994e+29,5.775623e+15,4.3635e+14,-8.47534e+14,0.0,10000000.0,0.0
7.59340472e+29,5.801406e+15,-7.85336e+14,-9.59774e+14,0.0,10000000.0,0.0
8.29725209e+29,4.89462e+15,2.57649e+14,-5.72028e+14,0.0,10000000.0,0.0
9.03665969e+29,5.361301e+15,-7.15668e+14,-9.93954e+14,0.0,10000000.0,0.0
3.53701304e+29,4.341723e+15,-8.66497e+14,-3.74594e+14,0.0,10000000.0,0.0
5.34897016e+29,4.303501e+15,-5.47346e+14,9.61273e+14,0.0,10000000.0,0.0
6.84616201e+29,4.060801e+15,1.1734e+14,7.64478e+14,0.0,10000000.0,0.0
9.48403852e+29,4.777444e+15,5.41739e+14,6.83369e+14,0.0,10000000.0,0.0
4.50328124e+29,5.237918e+15,5.00313e+14,8.14601e+14,0.0,10000000.0,0.0
5.31126436e+29,5.104653e+15,8.4811e+13,9.62386e+14,0.0,10000000.0,0.0
4.75669316e+29,4.522928e+15,1.07271e+14,9.0203e+14,0.0,10000000.0,0.0
6.6220704e+29,4.32172e+15,8.28873e+14,-2.07472e+14,0.0,10000000.0,0.0
2.5278676e+29,4.732825e+15,-6.81788e+14,-8.14418e+14,0.0,10000000.0,0.0
4.33928228e+29,4.472479e+15,-5.60842e+14,6.5598e+13,0.0,10000000.0,0.0
5.49275041e+29,4.871596e+15,-4.46861e+14,-3.54766e+14,0.0,10000000.0,0.0
4.1207427e+29,4.271863e+15,-3.75912e+14,-6.89726e+14,0.0,10000000.0,0.0
9.24678785e+29,4.353103e+15,-6.14337e+14,-6.87716e+14,0.0,10000000.0,0.0
9.7394783e+28,4.915428e+15,4.20799e+14,8.926e+12,0.0,10000000.0,0.0
9.76891692e+29,5.590599e+15,-6.65698e+14,4.0728e+13,0.0,10000000.0,0.0
6.91083008e+29,5.885014e+15,3.91241e+14,-2.84979e+14,0.0,10000000.0,0.0
9.33231777e+29,4.79164e+15,-6.92733e+14,8.36071e+14,0.0,10000000.0,0.0
5.8657272e+29,4.086684e+15,3.59941e+14,7.932e+12,0.0,10000000.0,0.0
6.48381086e+29,4.723115e+15,1.49575e+14,-4.61007e+14,0.0,10000000.0,0.0
3.3956987e+29,5.843875e+15,6.21591e+14,8.48717e+14,0.0,10000000.0,0.0
9.86017297e+29,4.996072e+15,6.87178e+14,1.36084e+14,0.0,10000000.0,0.0
3.06063081e+29,5.250598e+15,-2.6628e+14,7.2172e+14,0.0,10000000.0,0.0
9.83617334e+29,4.837895e+15,1.80454e+14,-3.0171e+14,0.0,10000000.0,0.0
9.55963117e+29,5.140227e+15,9.93483e+14,6.11191e+14,0.0,10000000.0,0.0
6.3122915e+29,5.803477e+15,-7.13961e+14,-5.31186e+14,0.0,10000000.0,0.0
6.87070395e+29,4.726643e+15,-7.2408e+14,6.14002e+14,0.0,10000000.0,0.0
4.57929826e+29,4.095229e+15,2.9598e+13,2.11148e+14,0.0,10000000.0,0.0
